id,name,city,credit_limit
8109,Victor Smith,Oslo,10000
8110,Hank Evans,Budapest,1000
8111,Tina Brown,Paris,500
8112,Maya Brown,Amsterdam,2000
8113,Zoe Mitchell,Athens,500
8114,Dave Walker,Brussels,10000
8115,Tina Thomas,Athens,500
8116,Yuki Mitchell,Berlin,1000
8117,Hank Wilson,Prague,2000
8118,Grace Young,Oslo,5000
8119,Victor Perez,Vienna,2000
8120,Rosa Perez,Madrid,2000
8121,Bob Turner,Athens,10000
8122,Zoe Nelson,Prague,500
8123,Xena Jones,Berlin,5000
8124,Paul Green,Vienna,500
8125,Carol Thomas,Zurich,500
8126,Dave Walker,London,2000
8127,Sam Baker,Athens,500
8128,Yuki Smith,Paris,2000
8129,Uma Davies,Paris,1000
8130,Quinn Wright,Oslo,5000
8131,Dave Walker,Zurich,500
8132,Xena Williams,Riga,10000
8133,Bob Wilson,Warsaw,1000
8134,Dave Campbell,Vienna,2000
8135,Quinn Carter,Budapest,2000
8136,Rosa Thomas,Rome,500
8137,Grace Johnson,Vienna,500
8138,Nick Jones,Copenhagen,10000
8139,Victor Brown,Copenhagen,10000
8140,Dave Evans,Zurich,5000
8141,Bob Williams,Budapest,5000
8142,Dave Campbell,Berlin,5000
8143,Dave Evans,Rome,500
8144,Sam Adams,Warsaw,500
8145,Eve Roberts,Stockholm,500
8146,Frank King,Zurich,500
8147,Jack Williams,Madrid,1000
8148,Rosa Allen,Warsaw,2000
8149,Eve Young,Berlin,10000
8150,Grace Hall,Copenhagen,10000
8151,Leo Young,Dublin,2000
8152,Nick Evans,Riga,500
8153,Hank Wright,Berlin,500
8154,Uma Young,Warsaw,10000
8155,Dave Adams,Dublin,500
8156,Zoe Scott,Warsaw,1000
8157,Hank Baker,Rome,500
8158,Leo Roberts,Paris,500
8159,Wendy Wilson,Berlin,2000
8160,Grace Johnson,Paris,5000
8161,Tina Adams,Oslo,1000
8162,Maya Williams,Oslo,10000
8163,Iris Turner,Lisbon,2000
8164,Frank Johnson,Amsterdam,5000
8165,Xena Roberts,Berlin,500
8166,Eve Baker,Lisbon,2000
8167,Paul Carter,Berlin,5000
8168,Sam Wright,Riga,10000
8169,Iris King,Helsinki,2000
8170,Nick Walker,Riga,2000
8171,Quinn Scott,Riga,1000
8172,Bob Smith,Lisbon,500
8173,Sam Baker,Budapest,5000
8174,Olivia Lewis,Dublin,1000
8175,Leo Lewis,Helsinki,2000
8176,Eve Campbell,Amsterdam,5000
8177,Uma Carter,Berlin,5000
8178,Eve Walker,Dublin,1000
8179,Yuki Baker,Lisbon,5000
8180,Leo Smith,Prague,5000
8181,Alice Young,London,500
8182,Carol Roberts,Prague,500
8183,Hank Smith,Dublin,10000
8184,Uma Hall,Amsterdam,2000
8185,Bob Perez,Helsinki,5000
8186,Yuki Perez,Madrid,500
8187,Alice Baker,Oslo,5000
8188,Rosa Green,Paris,2000
8189,Zoe Mitchell,Madrid,5000
8190,Eve Wright,Rome,500
8191,Paul Hall,Amsterdam,1000
8192,Quinn Carter,Madrid,500
8193,Leo Campbell,Amsterdam,1000
8194,Hank Taylor,Zurich,1000
8195,Frank Davies,Zurich,1000
8196,Jack Smith,Zurich,2000
8197,Paul Johnson,Rome,10000
8198,Grace Lewis,Riga,10000
8199,Tina Roberts,Paris,500
8200,Iris Williams,Paris,10000
8201,Iris Allen,Riga,500
8202,Hank Lewis,Madrid,500
8203,Hank Lewis,London,2000
8204,Grace Johnson,Stockholm,1000
8205,Frank Mitchell,Helsinki,10000
8206,Eve Turner,London,5000
8207,Jack Brown,Lisbon,5000
8208,Rosa Jones,Riga,5000
8209,Quinn Wilson,London,1000
8210,Rosa Smith,Berlin,500
8211,Jack Brown,Riga,2000
8212,Wendy Johnson,Brussels,2000
8213,Carol Green,Budapest,1000
8214,Zoe Mitchell,Helsinki,500
8215,Uma Thomas,Warsaw,5000
8216,Rosa Hall,Stockholm,2000
8217,Xena Baker,Rome,10000
8218,Bob Davies,Berlin,10000
8219,Victor Wright,Riga,1000
8220,Alice Walker,Brussels,2000
8221,Paul Wright,London,1000
8222,Olivia Wright,Athens,500
8223,Victor Taylor,Madrid,1000
8224,Victor Green,Stockholm,2000
8225,Hank Turner,Dublin,10000
8226,Sam Smith,Budapest,2000
8227,Rosa Johnson,Lisbon,5000
8228,Zoe Lewis,Athens,10000
8229,Jack Nelson,London,10000
8230,Yuki Thomas,Amsterdam,10000
8231,Xena Smith,Oslo,10000
8232,Nick Scott,Paris,2000
8233,Leo Taylor,Helsinki,10000
8234,Zoe Wright,Oslo,500
8235,Maya Williams,Paris,5000
8236,Karen Hall,Stockholm,1000
8237,Hank Allen,Prague,2000
8238,Olivia Jones,Berlin,5000
8239,Karen Taylor,Stockholm,5000
8240,Carol Wilson,Oslo,10000
8241,Carol Roberts,Athens,10000
8242,Bob Taylor,Lisbon,1000
8243,Uma Smith,Helsinki,2000
8244,Grace Young,Dublin,10000
8245,Tina Davies,Riga,5000
8246,Jack Thomas,Warsaw,5000
8247,Yuki Turner,Copenhagen,1000
8248,Karen Perez,London,10000
8249,Jack Adams,Amsterdam,1000
8250,Xena Taylor,Prague,1000
8251,Grace Roberts,Helsinki,500
8252,Yuki Jones,Prague,500
8253,Olivia Nelson,Rome,2000
8254,Dave Carter,Budapest,2000
8255,Hank Campbell,Dublin,10000
8256,Dave Johnson,Zurich,2000
8257,Karen Allen,Warsaw,10000
8258,Alice Walker,Amsterdam,5000
8259,Sam Perez,Dublin,500
8260,Frank Thomas,Amsterdam,2000
8261,Olivia Jones,Brussels,1000
8262,Hank Adams,Rome,10000
8263,Zoe Johnson,Riga,2000
8264,Leo Davies,Brussels,500
8265,Karen Baker,Zurich,1000
8266,Quinn Walker,Brussels,500
8267,Iris Smith,Rome,10000
8268,Nick Walker,Amsterdam,10000
8269,Tina Williams,Stockholm,1000
8270,Dave Young,Warsaw,1000
8271,Tina Taylor,Rome,500
8272,Jack Williams,Oslo,5000
8273,Rosa Mitchell,Amsterdam,500
8274,Leo Adams,Brussels,10000
8275,Frank Walker,Dublin,10000
8276,Grace Young,London,5000
8277,Hank Taylor,Lisbon,500
8278,Grace Brown,Brussels,10000
8279,Frank King,Paris,2000
8280,Rosa Mitchell,Lisbon,500
8281,Frank Taylor,Paris,5000
8282,Dave Adams,Athens,500
8283,Dave Scott,Brussels,1000
8284,Grace Lewis,Riga,1000
8285,Paul Green,Copenhagen,500
8286,Tina Jones,London,500
8287,Uma Smith,Amsterdam,10000
8288,Uma Johnson,Oslo,500
8289,Maya Taylor,Amsterdam,2000
8290,Maya Nelson,Prague,5000
8291,Carol King,Lisbon,2000
8292,Tina Roberts,London,5000
8293,Sam Green,Rome,1000
8294,Alice Roberts,Lisbon,1000
8295,Eve Carter,Brussels,500
8296,Maya Baker,Stockholm,5000
8297,Zoe Wright,Berlin,2000
8298,Karen Walker,Warsaw,5000
8299,Xena Roberts,Brussels,5000
8300,Alice Perez,Madrid,10000
8301,Jack Mitchell,Lisbon,1000
8302,Victor Green,Madrid,500
8303,Victor Allen,Copenhagen,5000
8304,Nick Nelson,Oslo,2000
8305,Bob Lewis,Amsterdam,5000
8306,Uma Mitchell,Oslo,500
8307,Eve Smith,Athens,1000
8308,Rosa Williams,Budapest,5000
8309,Rosa Jones,Oslo,500
8310,Zoe Carter,Riga,500
8311,Eve Taylor,Brussels,500
8312,Victor Brown,Dublin,5000
8313,Uma Wright,Stockholm,500
8314,Maya Baker,Copenhagen,5000
8315,Grace Johnson,Brussels,1000
8316,Eve Evans,Copenhagen,500
8317,Rosa Lewis,Athens,1000
8318,Carol Campbell,Rome,5000
8319,Uma King,Warsaw,10000
8320,Leo Hall,Brussels,5000
8321,Carol Williams,Warsaw,1000
8322,Tina Roberts,Vienna,500
8323,Bob Smith,Brussels,5000
8324,Karen Mitchell,Brussels,10000
8325,Yuki Wright,Athens,1000
8326,Hank Nelson,Berlin,1000
8327,Eve Thomas,Oslo,2000
8328,Tina Adams,Helsinki,5000
8329,Maya Green,Vienna,1000
8330,Paul Mitchell,Zurich,2000
8331,Dave Young,Zurich,1000
8332,Zoe Adams,Copenhagen,5000
8333,Karen Scott,Berlin,2000
8334,Grace King,Rome,500
8335,Dave Brown,Prague,500
8336,Maya Perez,Lisbon,1000
8337,Wendy Hall,Dublin,2000
8338,Frank Hall,Stockholm,1000
8339,Leo Williams,Rome,5000
8340,Frank Thomas,Budapest,2000
8341,Hank Perez,Brussels,5000
8342,Leo Adams,Dublin,2000
8343,Yuki Walker,Riga,5000
8344,Nick Thomas,Helsinki,5000
8345,Quinn Roberts,Athens,5000
8346,Frank Davies,Prague,10000
8347,Jack Nelson,Lisbon,500
8348,Alice Roberts,Oslo,1000
8349,Karen Smith,Oslo,10000
8350,Eve Scott,Oslo,2000
8351,Maya Wright,Budapest,500
8352,Eve Turner,Paris,5000
8353,Yuki Taylor,Stockholm,5000
8354,Wendy Young,Amsterdam,10000
8355,Hank Carter,Budapest,500
8356,Tina Allen,Athens,1000
8357,Iris Adams,Prague,1000
8358,Carol Taylor,Athens,500
8359,Jack Hall,Lisbon,500
8360,Frank Taylor,Vienna,2000
8361,Paul Allen,Zurich,500
8362,Jack Lewis,Copenhagen,10000
8363,Olivia Campbell,Rome,2000
8364,Dave Campbell,Helsinki,2000
8365,Wendy Baker,Paris,5000
8366,Alice Evans,Brussels,10000
8367,Quinn Taylor,Berlin,2000
8368,Olivia Wright,Rome,1000
8369,Grace Allen,Rome,500
8370,Sam Nelson,Prague,2000
8371,Carol Nelson,Dublin,5000
8372,Maya Mitchell,Stockholm,500
8373,Maya Evans,Oslo,1000
8374,Victor Taylor,Helsinki,5000
8375,Grace Smith,Madrid,500
8376,Eve Perez,Rome,500
8377,Bob Carter,Helsinki,2000
8378,Quinn Thomas,Rome,5000
8379,Iris Mitchell,Zurich,1000
8380,Grace Mitchell,Vienna,5000
8381,Olivia Adams,Athens,5000
8382,Alice Perez,Helsinki,1000
8383,Wendy Wright,Riga,5000
8384,Paul Carter,Berlin,1000
8385,Maya Smith,Budapest,2000
8386,Tina Roberts,Oslo,10000
8387,Eve Smith,Zurich,2000
8388,Nick Thomas,Athens,500
8389,Dave Campbell,Vienna,1000
8390,Iris Green,Lisbon,500
8391,Sam Evans,Lisbon,500
8392,Uma Campbell,London,500
8393,Dave Johnson,Warsaw,5000
8394,Dave Young,Lisbon,10000
8395,Wendy Nelson,Paris,10000
8396,Bob Evans,Helsinki,10000
8397,Sam Baker,Paris,2000
8398,Iris Baker,Berlin,500
8399,Jack Jones,Prague,1000
8400,Carol Lewis,Dublin,5000
8401,Quinn Johnson,Berlin,1000
8402,Karen Evans,Helsinki,500
8403,Iris King,Vienna,5000
8404,Jack Allen,Budapest,2000
8405,Quinn Jones,Vienna,500
8406,Tina Baker,London,500
8407,Maya King,Budapest,5000
8408,Jack Allen,Madrid,5000
8409,Olivia Wright,Prague,500
8410,Carol Green,Paris,1000
8411,Olivia Perez,Madrid,5000
8412,Tina King,Zurich,1000
8413,Paul Nelson,Madrid,5000
8414,Carol Brown,Lisbon,10000
8415,Maya Hall,Helsinki,5000
8416,Dave Williams,Athens,10000
8417,Paul Turner,Dublin,5000
8418,Leo Scott,Helsinki,1000
8419,Victor Evans,Amsterdam,5000
8420,Carol Young,Paris,2000
8421,Alice Johnson,Zurich,1000
8422,Leo Evans,Prague,2000
8423,Uma Wright,Berlin,10000
8424,Leo Hall,Budapest,5000
8425,Wendy Taylor,Zurich,2000
8426,Hank Lewis,Brussels,1000
8427,Sam Baker,Athens,10000
8428,Frank Roberts,Amsterdam,5000
8429,Maya Adams,Rome,500
8430,Olivia Mitchell,Copenhagen,2000
8431,Rosa Jones,Berlin,2000
8432,Rosa Turner,Prague,5000
8433,Nick Wright,Copenhagen,10000
8434,Grace Smith,Vienna,500
8435,Eve Perez,Helsinki,2000
8436,Grace Davies,Stockholm,1000
8437,Paul Mitchell,Dublin,5000
8438,Sam Wright,Brussels,2000
8439,Karen Williams,Lisbon,500
8440,Frank Johnson,Rome,10000
8441,Leo Roberts,Oslo,500
8442,Hank Smith,Zurich,5000
8443,Grace Smith,Zurich,10000
8444,Paul Taylor,London,5000
8445,Yuki Turner,Brussels,10000
8446,Wendy Campbell,Amsterdam,5000
8447,Zoe Young,Copenhagen,5000
8448,Xena Mitchell,Madrid,500
8449,Yuki King,Warsaw,1000
8450,Karen Taylor,Copenhagen,10000
8451,Maya Evans,London,10000
8452,Bob Smith,Stockholm,500
8453,Eve Williams,Paris,1000
8454,Wendy Campbell,Prague,1000
8455,Grace Roberts,Warsaw,5000
8456,Grace Adams,Paris,2000
8457,Xena Adams,Copenhagen,5000
8458,Paul Brown,Riga,5000
8459,Dave Adams,Athens,10000
8460,Uma Young,Madrid,5000
8461,Leo Nelson,Riga,5000
8462,Leo Mitchell,Dublin,5000
8463,Yuki Allen,Oslo,2000
8464,Bob Green,Riga,5000
8465,Quinn Campbell,Brussels,1000
8466,Jack Mitchell,Prague,500
8467,Alice Green,Lisbon,1000
8468,Frank Turner,Warsaw,1000
8469,Victor Walker,Lisbon,1000
8470,Yuki Allen,Riga,1000
8471,Wendy Davies,Rome,500
8472,Sam Williams,Prague,1000
8473,Tina Nelson,London,5000
8474,Alice Lewis,Warsaw,5000
8475,Victor Wilson,Oslo,500
8476,Yuki Brown,Budapest,5000
8477,Zoe Baker,Athens,500
8478,Carol Johnson,Paris,500
8479,Bob Williams,Dublin,1000
8480,Nick Smith,London,10000
8481,Bob Taylor,Dublin,2000
8482,Rosa Scott,Vienna,2000
8483,Olivia Johnson,Riga,5000
8484,Rosa Campbell,Vienna,1000
8485,Karen Roberts,Helsinki,10000
8486,Wendy Evans,Lisbon,5000
8487,Carol Green,Amsterdam,500
8488,Jack Scott,Dublin,5000
8489,Sam Williams,Prague,5000
8490,Hank Nelson,Helsinki,5000
8491,Uma Walker,Warsaw,1000
8492,Zoe Taylor,London,1000
8493,Carol Young,Rome,5000
8494,Nick Lewis,Rome,10000
8495,Eve Roberts,Dublin,10000
8496,Karen Thomas,Athens,1000
8497,Xena Young,Rome,2000
8498,Alice Jones,Paris,1000
8499,Alice Wright,Dublin,500
8500,Carol Roberts,Dublin,500
8501,Karen Williams,Athens,500
8502,Rosa Mitchell,Budapest,2000
8503,Grace Turner,Rome,5000
8504,Dave Walker,Vienna,500
8505,Uma Nelson,Vienna,1000
8506,Karen Hall,Vienna,5000
8507,Tina Nelson,Vienna,500
8508,Carol Jones,Paris,500
8509,Sam Jones,Helsinki,10000
8510,Sam Wilson,Berlin,10000
8511,Olivia King,Madrid,500
8512,Zoe Roberts,Zurich,500
8513,Frank King,Brussels,2000
8514,Wendy Thomas,Berlin,2000
8515,Rosa Green,Amsterdam,10000
8516,Victor Jones,Riga,1000
8517,Bob Thomas,Brussels,5000
8518,Nick Hall,Berlin,1000
8519,Yuki Hall,Dublin,1000
8520,Rosa Baker,London,10000
8521,Zoe Perez,Berlin,1000
8522,Eve Adams,Oslo,10000
8523,Carol Lewis,Athens,2000
8524,Yuki Allen,Prague,5000
8525,Alice Campbell,Lisbon,1000
8526,Carol Turner,Berlin,500
8527,Leo Adams,Zurich,1000
8528,Victor Mitchell,Brussels,500
8529,Tina Hall,Copenhagen,1000
8530,Tina Allen,Riga,10000
8531,Jack Taylor,Madrid,10000
8532,Sam Brown,Warsaw,1000
8533,Victor Hall,Riga,1000
8534,Paul Hall,Lisbon,500
8535,Yuki Carter,Madrid,5000
8536,Zoe Young,Oslo,5000
8537,Wendy Campbell,Madrid,10000
8538,Paul Young,Dublin,1000
8539,Victor King,Zurich,1000
8540,Nick Wilson,Oslo,10000
8541,Quinn Adams,Lisbon,500
8542,Carol Carter,Dublin,1000
8543,Olivia Walker,Amsterdam,10000
8544,Frank Davies,Oslo,5000
8545,Nick Allen,Helsinki,10000
8546,Alice Scott,Vienna,5000
8547,Uma Walker,Berlin,5000
8548,Karen Davies,Amsterdam,10000
8549,Uma Green,Zurich,10000
8550,Alice Allen,Warsaw,10000
8551,Sam Wilson,Budapest,10000
8552,Rosa Brown,Rome,2000
8553,Karen Green,Copenhagen,5000
8554,Olivia Taylor,Oslo,2000
8555,Tina Turner,Copenhagen,5000
8556,Jack Smith,Zurich,1000
8557,Rosa Lewis,Zurich,500
8558,Karen Smith,Berlin,2000
8559,Dave Mitchell,Stockholm,500
8560,Yuki Walker,Budapest,5000
8561,Rosa Scott,Vienna,10000
8562,Carol Turner,Rome,10000
8563,Leo Campbell,Dublin,2000
8564,Zoe Williams,Zurich,10000
8565,Olivia Williams,Madrid,2000
8566,Quinn Hall,Paris,500
8567,Uma Lewis,Paris,500
8568,Wendy Green,Amsterdam,2000
8569,Iris Green,Amsterdam,10000
8570,Olivia Wright,Copenhagen,2000
8571,Uma Allen,Paris,1000
8572,Uma Smith,Rome,10000
8573,Grace Smith,Madrid,500
8574,Xena Taylor,Budapest,500
8575,Carol Baker,Helsinki,5000
8576,Uma Jones,Copenhagen,2000
8577,Frank Scott,London,5000
8578,Victor Baker,Riga,2000
8579,Eve Davies,Amsterdam,1000
8580,Grace Hall,Riga,1000
8581,Dave Baker,Zurich,500
8582,Maya Davies,Paris,500
8583,Zoe Young,Vienna,500
8584,Eve Perez,Prague,1000
8585,Maya Baker,Oslo,1000
8586,Iris Nelson,Athens,5000
8587,Leo Wilson,Copenhagen,2000
8588,Alice Nelson,Budapest,5000
8589,Zoe Nelson,Berlin,2000
8590,Jack Walker,Riga,2000
8591,Nick Adams,Copenhagen,2000
8592,Bob Carter,Dublin,10000
8593,Paul Perez,Vienna,2000
8594,Uma Roberts,Prague,2000
8595,Hank Thomas,Budapest,500
8596,Iris Walker,Oslo,10000
8597,Rosa Adams,Oslo,2000
8598,Quinn Evans,Prague,10000
8599,Grace Perez,Warsaw,10000
8600,Xena Campbell,Brussels,2000
8601,Uma Wright,Oslo,1000
8602,Nick Turner,Copenhagen,1000
8603,Nick Walker,Warsaw,10000
8604,Karen Wilson,Rome,500
8605,Victor Perez,Stockholm,5000
8606,Leo King,Copenhagen,500
8607,Quinn Green,Warsaw,1000
8608,Frank Mitchell,Oslo,10000
8609,Rosa Evans,Prague,2000
8610,Hank Campbell,Oslo,10000
8611,Wendy Johnson,Zurich,500
8612,Leo Smith,Warsaw,2000
8613,Zoe Jones,Lisbon,500
8614,Tina Davies,Zurich,2000
8615,Maya Allen,Amsterdam,500
8616,Bob Allen,Vienna,2000
8617,Frank Mitchell,Riga,1000
8618,Sam Jones,Stockholm,5000
8619,Hank Carter,Copenhagen,1000
8620,Sam Johnson,Prague,2000
8621,Victor Baker,London,1000
8622,Rosa Smith,Berlin,5000
8623,Eve Johnson,Zurich,2000
8624,Dave Lewis,Paris,1000
8625,Wendy Nelson,London,2000
8626,Karen Smith,Amsterdam,10000
8627,Dave Roberts,Vienna,2000
8628,Hank Williams,Rome,5000
8629,Tina Thomas,Brussels,1000
8630,Yuki Young,Riga,2000
8631,Grace Williams,Madrid,500
8632,Eve Wilson,Lisbon,10000
8633,Alice Thomas,Amsterdam,5000
8634,Leo Davies,Stockholm,2000
8635,Eve Wright,Oslo,5000
8636,Frank Perez,Lisbon,500
8637,Wendy Jones,Helsinki,2000
8638,Paul Wilson,Helsinki,1000
8639,Rosa Nelson,Lisbon,2000
8640,Jack Johnson,Berlin,2000
8641,Uma Mitchell,Oslo,500
8642,Zoe Green,Berlin,10000
8643,Hank Johnson,Madrid,500
8644,Paul Adams,Warsaw,2000
8645,Leo Johnson,Brussels,5000
8646,Wendy Jones,Oslo,1000
8647,Paul Davies,Zurich,500
8648,Nick Allen,Vienna,1000
8649,Olivia Thomas,Dublin,500
8650,Eve Campbell,Berlin,2000
8651,Paul Lewis,Oslo,1000
8652,Yuki Hall,Prague,500
8653,Frank Mitchell,Oslo,500
8654,Quinn Thomas,Helsinki,500
8655,Quinn Perez,Stockholm,5000
8656,Frank Smith,Athens,10000
8657,Bob Hall,Athens,1000
8658,Carol Green,Oslo,1000
8659,Alice Perez,Brussels,10000
8660,Tina Johnson,Berlin,5000
8661,Xena Young,Paris,2000
8662,Karen Jones,Budapest,10000
8663,Sam Wright,Rome,1000
8664,Victor Nelson,Oslo,5000
8665,Hank Adams,Madrid,1000
8666,Yuki Evans,Prague,1000
8667,Yuki King,Zurich,10000
8668,Bob Roberts,Helsinki,2000
8669,Carol Adams,Warsaw,1000
8670,Bob Taylor,Lisbon,10000
8671,Hank Walker,Warsaw,2000
8672,Bob Campbell,Rome,10000
8673,Frank Perez,Brussels,500
8674,Hank Thomas,Rome,5000
8675,Leo Mitchell,Lisbon,5000
8676,Maya Allen,Amsterdam,10000
8677,Tina Williams,Madrid,2000
8678,Jack Scott,London,2000
8679,Uma Thomas,Vienna,500
8680,Quinn Campbell,Vienna,2000
8681,Hank Hall,Riga,2000
8682,Hank Perez,Berlin,500
8683,Victor Baker,Amsterdam,10000
8684,Paul Young,Madrid,500
8685,Karen Smith,Oslo,1000
8686,Victor Scott,Madrid,5000
8687,Tina Taylor,Dublin,2000
8688,Zoe Williams,Stockholm,1000
8689,Frank King,Madrid,5000
8690,Eve Adams,Riga,500
8691,Xena Jones,Helsinki,5000
8692,Hank Turner,Riga,1000
8693,Frank Brown,Athens,10000
8694,Hank Walker,Athens,500
8695,Zoe Johnson,Stockholm,1000
8696,Victor Allen,Oslo,5000
8697,Dave Mitchell,London,2000
8698,Eve Scott,Helsinki,5000
8699,Paul Smith,Stockholm,2000
8700,Leo Campbell,Riga,10000
8701,Xena Williams,Lisbon,1000
8702,Bob Thomas,Prague,2000
8703,Bob Smith,Amsterdam,500
8704,Eve Mitchell,Dublin,10000
8705,Hank Wright,Copenhagen,10000
8706,Tina Jones,Vienna,2000
8707,Uma Lewis,Paris,1000
8708,Tina Johnson,Helsinki,5000
8709,Olivia Mitchell,Dublin,500
8710,Hank Baker,Paris,2000
8711,Alice Green,Vienna,2000
8712,Nick Adams,Stockholm,2000
8713,Jack Baker,Berlin,10000
8714,Wendy Carter,Rome,1000
8715,Zoe Hall,Zurich,10000
8716,Dave Jones,Berlin,1000
8717,Rosa Adams,Rome,5000
8718,Frank Williams,Paris,2000
8719,Dave Wilson,Brussels,2000
8720,Maya Jones,Madrid,10000
8721,Jack Davies,Rome,500
8722,Dave Wilson,Zurich,10000
8723,Frank Lewis,Brussels,1000
8724,Bob Mitchell,Zurich,1000
8725,Victor Carter,Berlin,5000
8726,Quinn Brown,Oslo,1000
8727,Nick Turner,London,1000
8728,Rosa Scott,Berlin,5000
8729,Hank Carter,Dublin,10000
8730,Alice Allen,Helsinki,10000
8731,Wendy Roberts,Copenhagen,5000
8732,Paul Davies,Paris,500
8733,Alice Lewis,Rome,500
8734,Iris Nelson,Madrid,500
8735,Paul Smith,Stockholm,500
8736,Nick Wilson,Prague,10000
8737,Leo Campbell,London,10000
8738,Tina Johnson,Madrid,1000
8739,Grace Allen,London,10000
8740,Leo Williams,Madrid,10000
8741,Yuki Williams,Riga,2000
8742,Zoe Baker,Warsaw,2000
8743,Iris Lewis,Oslo,10000
8744,Paul Taylor,Riga,5000
8745,Leo Johnson,Dublin,500
8746,Tina Davies,Stockholm,5000
8747,Paul Williams,Brussels,5000
8748,Olivia Carter,Madrid,10000
8749,Quinn Hall,Rome,5000
8750,Hank Scott,Lisbon,5000
8751,Dave Taylor,Dublin,5000
8752,Yuki Allen,Zurich,1000
8753,Alice Lewis,Lisbon,5000
8754,Grace Allen,Madrid,1000
8755,Rosa Campbell,Helsinki,5000
8756,Xena Roberts,Paris,1000
8757,Xena Taylor,Vienna,2000
8758,Victor Walker,Berlin,2000
8759,Jack Perez,Dublin,5000
8760,Frank Young,Oslo,1000
8761,Xena Evans,London,2000
8762,Victor Brown,Berlin,5000
8763,Nick Mitchell,Madrid,2000
8764,Frank Baker,Madrid,2000
8765,Frank Roberts,Helsinki,1000
8766,Dave Green,Dublin,10000
8767,Xena Hall,Vienna,5000
8768,Iris Young,London,2000
8769,Maya Johnson,Dublin,10000
8770,Sam Walker,Athens,10000
8771,Paul Smith,Vienna,5000
8772,Rosa Wright,Brussels,500
8773,Alice Thomas,Zurich,1000
8774,Paul Adams,Riga,1000
8775,Maya Carter,Brussels,500
8776,Yuki Lewis,Athens,1000
8777,Xena Taylor,Riga,500
8778,Victor Baker,Amsterdam,5000
8779,Bob Walker,Budapest,10000
8780,Hank Thomas,Berlin,500
8781,Iris Jones,Dublin,1000
8782,Sam Brown,Berlin,10000
8783,Olivia Davies,Rome,10000
8784,Frank Thomas,Copenhagen,500
8785,Quinn Evans,London,500
8786,Rosa Brown,Stockholm,10000
8787,Yuki Walker,Paris,5000
8788,Karen Adams,Stockholm,10000
8789,Tina Carter,Helsinki,2000
8790,Sam Young,Warsaw,10000
8791,Tina Allen,Riga,10000
8792,Bob Johnson,Amsterdam,1000
8793,Dave Young,Madrid,500
8794,Iris Wright,Oslo,2000
8795,Nick Lewis,Helsinki,500
8796,Rosa Green,Zurich,500
8797,Alice Hall,Berlin,5000
8798,Grace Baker,Budapest,5000
8799,Hank Brown,Oslo,1000
8800,Dave Davies,Riga,5000
8801,Leo Turner,Lisbon,5000
8802,Frank Carter,Oslo,500
8803,Nick Green,Warsaw,10000
8804,Nick Evans,Copenhagen,10000
8805,Quinn Williams,Berlin,10000
8806,Grace King,Athens,10000
8807,Sam Jones,Dublin,10000
8808,Frank Nelson,Paris,500
8809,Yuki Evans,London,5000
8810,Carol Hall,Copenhagen,2000
8811,Grace Perez,Amsterdam,500
8812,Maya Wilson,Vienna,5000
8813,Dave Perez,Brussels,500
8814,Paul Green,Helsinki,2000
8815,Iris Scott,Paris,500
8816,Jack Nelson,Riga,500
8817,Hank Young,Amsterdam,10000
8818,Leo Carter,Warsaw,2000
8819,Quinn Mitchell,Budapest,10000
8820,Hank Johnson,Oslo,1000
8821,Victor Green,Athens,10000
8822,Yuki Turner,Madrid,1000
8823,Paul Campbell,Prague,1000
8824,Tina Baker,Rome,1000
8825,Karen Mitchell,Budapest,500
8826,Olivia Perez,Prague,500
8827,Tina Nelson,Amsterdam,2000
